id,release_date,movie,production_budget,domestic_gross,worldwide_gross,net_profit,ROI,release_year,clean_movie,clean_title,start_year,genres,primary_genre
43,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0,388858449.0,2.9912188384615384,2015,ant-man,ant-man,2015.0,"Action,Adventure,Comedy",Action
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,255997896.0,1.9692145846153846,2015,home,home,2015.0,"Adventure,Animation,Comedy",Adventure
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,255997896.0,1.9692145846153846,2015,home,home,2015.0,Documentary,Documentary
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,255997896.0,1.9692145846153846,2015,home,home,2015.0,Drama,Drama
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,255997896.0,1.9692145846153846,2015,home,home,2015.0,Documentary,Documentary
45,2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,211528518.0,1.6271424461538462,2018,mary poppins returns,mary poppins returns,2018.0,"Comedy,Family,Fantasy",Comedy
46,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0,424987477.0,3.2691344384615384,2011,puss in boots,puss in boots,2011.0,"Action,Adventure,Animation",Action
47,2010-11-05,Megamind,130000000.0,148415853.0,321887208.0,191887208.0,1.4760554461538462,2010,megamind,megamind,2010.0,"Action,Animation,Comedy",Action
49,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0,362846291.0,2.7911253153846154,2014,rio 2,rio 2,2014.0,"Adventure,Animation,Comedy",Adventure
50,2010-07-23,Salt,130000000.0,118311368.0,290650494.0,160650494.0,1.2357730307692307,2010,salt,salt,2010.0,"Action,Mystery,Thriller",Action
51,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,222831065.0,1.7140851153846153,2014,noah,noah,2014.0,"Action,Adventure,Drama",Action
52,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,243993951.0,1.8768765461538461,2011,the adventures of tintin,the adventures of tintin,2011.0,"Action,Adventure,Animation",Action
53,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0,121499665.0,0.9346128076923077,2013,after earth,after earth,2013.0,"Action,Adventure,Drama",Action
55,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,-50923322.0,-0.39171786153846155,2013,r.i.p.d.,r.i.p.d.,2013.0,"Action,Adventure,Comedy",Action
56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000.0,160791800.0,519258283.0,390258283.0,3.025258007751938,2019,how to train your dragon the hidden world,how to train your dragon the hidden world,2019.0,"Action,Adventure,Animation",Action
59,2017-03-03,Logan,127000000.0,226277068.0,615461394.0,488461394.0,3.846152708661417,2017,logan,logan,2017.0,"Action,Drama,Sci-Fi",Action
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0,226756621.0,1.7854852047244094,2014,night at the museum secret of the tomb,night at the museum secret of the tomb,2014.0,"Adventure,Comedy,Family",Adventure
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,641575131.0,5.132601048,2014,the hunger games mockingjay - part 1,the hunger games mockingjay - part 1,2014.0,"Action,Adventure,Sci-Fi",Action
67,2011-04-29,Fast Five,125000000.0,210031325.0,630163454.0,505163454.0,4.041307632,2011,fast five,fast five,2011.0,"Action,Crime,Thriller",Action
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,360004754.0,2.880038032,2014,teenage mutant ninja turtles,teenage mutant ninja turtles,2014.0,"Action,Adventure,Comedy",Action
69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,410663443.0,3.285307544,2011,sherlock holmes a game of shadows,sherlock holmes a game of shadows,2011.0,"Action,Adventure,Crime",Action
71,2017-03-31,The Boss Baby,125000000.0,175003033.0,510878762.0,385878762.0,3.087030096,2017,the boss baby,the boss baby,2017.0,"Adventure,Animation,Comedy",Adventure
72,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,368214888.0,2.945719104,2010,clash of the titans,clash of the titans,2010.0,"Action,Adventure,Fantasy",Action
73,2016-11-04,Trolls,125000000.0,153707064.0,344150134.0,219150134.0,1.753201072,2016,trolls,trolls,2016.0,"Adventure,Animation,Comedy",Adventure
75,2012-06-08,Prometheus,125000000.0,126477084.0,402448265.0,277448265.0,2.21958612,2012,prometheus,prometheus,2012.0,"Adventure,Mystery,Sci-Fi",Adventure
76,2012-08-10,The Bourne Legacy,125000000.0,113203870.0,280355920.0,155355920.0,1.24284736,2012,the bourne legacy,the bourne legacy,2012.0,"Action,Adventure,Thriller",Action
78,2018-07-13,Skyscraper,125000000.0,68420120.0,304115534.0,179115534.0,1.432924272,2018,skyscraper,skyscraper,2018.0,"Action,Adventure,Thriller",Action
79,2012-08-03,Total Recall,125000000.0,58877969.0,211856088.0,86856088.0,0.694848704,2012,total recall,total recall,2012.0,"Action,Adventure,Mystery",Action
86,2016-07-29,Jason Bourne,120000000.0,162192920.0,416168316.0,296168316.0,2.4680693,2016,jason bourne,jason bourne,2016.0,"Action,Thriller",Action
88,2012-11-21,Life of Pi,120000000.0,124987022.0,620912003.0,500912003.0,4.174266691666666,2012,life of pi,life of pi,2012.0,"Adventure,Drama,Fantasy",Adventure
90,2018-04-13,Rampage,120000000.0,101028233.0,428056280.0,308056280.0,2.5671356666666667,2018,rampage,rampage,2018.0,"Action,Adventure,Sci-Fi",Action
92,2013-08-09,Elysium,120000000.0,93050117.0,286192091.0,166192091.0,1.3849340916666666,2013,elysium,elysium,2013.0,"Action,Drama,Sci-Fi",Action
93,2013-04-19,Oblivion,120000000.0,89107235.0,287916633.0,167916633.0,1.399305275,2013,oblivion,oblivion,2013.0,"Action,Adventure,Sci-Fi",Action
94,2017-03-24,Power Rangers,120000000.0,85364450.0,142531552.0,22531552.0,0.18776293333333333,2017,power rangers,power rangers,2017.0,"Action,Adventure,Sci-Fi",Action
96,2014-02-12,RoboCop,120000000.0,58607007.0,242981799.0,122981799.0,1.024848325,2014,robocop,robocop,2014.0,"Action,Crime,Sci-Fi",Action
98,2015-08-07,Fantastic Four,120000000.0,56117548.0,167849187.0,47849187.0,0.398743225,2015,fantastic four,fantastic four,2015.0,"Action,Adventure,Drama",Action
2,2010-06-23,Knight and Day,117000000.0,76423035.0,258751370.0,141751370.0,1.211550170940171,2010,knight and day,knight and day,2010.0,"Action,Adventure,Comedy",Action
3,2018-10-05,Venom,116000000.0,213511408.0,853628605.0,737628605.0,6.358867284482758,2018,venom,venom,2018.0,"Action,Sci-Fi,Thriller",Action
8,2013-07-26,The Wolverine,115000000.0,132556852.0,416456852.0,301456852.0,2.6213639304347827,2013,the wolverine,the wolverine,2013.0,"Action,Adventure,Sci-Fi",Action
13,2010-12-25,Gulliver's Travels,112000000.0,42779261.0,232017848.0,120017848.0,1.0715879285714285,2010,gulliver's travels,gulliver's travels,2010.0,"Adventure,Comedy,Family",Adventure
14,2017-12-15,Ferdinand,111000000.0,84410380.0,289847930.0,178847930.0,1.6112426126126127,2017,ferdinand,ferdinand,2017.0,"Adventure,Animation,Comedy",Adventure
15,2018-05-18,Deadpool 2,110000000.0,324591735.0,786680557.0,676680557.0,6.151641427272727,2018,deadpool 2,deadpool 2,2018.0,"Action,Adventure,Comedy",Action
16,2013-10-04,Gravity,110000000.0,274092705.0,693698673.0,583698673.0,5.306351572727273,2013,gravity,gravity,2013.0,"Drama,Sci-Fi,Thriller",Drama
19,2015-05-29,San Andreas,110000000.0,155190832.0,456258539.0,346258539.0,3.1478049,2015,san andreas,san andreas,2015.0,"Action,Adventure,Drama",Action
20,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0,453749323.0,4.124993845454545,2011,the smurfs,the smurfs,2011.0,"Adventure,Animation,Comedy",Adventure
26,2014-03-07,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,220780051.0,2.0070913727272726,2014,300 rise of an empire,300 rise of an empire,2014.0,"Action,Fantasy,War",Action
28,2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,192239672.0,1.7476333818181817,2016,passengers,passengers,2016.0,"Drama,Romance,Sci-Fi",Drama
29,2011-01-14,The Green Hornet,110000000.0,98780042.0,229155503.0,119155503.0,1.0832318454545455,2011,the green hornet,the green hornet,2011.0,"Action,Comedy,Crime",Action
31,2011-10-07,Real Steel,110000000.0,85463309.0,263880341.0,153880341.0,1.398912190909091,2011,real steel,real steel,2011.0,"Action,Drama,Family",Action
32,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0,67241171.0,0.6112833727272727,2010,the a-team,the a-team,2010.0,"Action,Adventure,Thriller",Action
33,2013-07-31,The Smurfs 2,110000000.0,71017784.0,348547523.0,238547523.0,2.1686138454545456,2013,the smurfs 2,the smurfs 2,2013.0,"Adventure,Animation,Comedy",Adventure
36,2013-11-01,Ender's Game,110000000.0,61737191.0,127983283.0,17983283.0,0.16348439090909092,2013,ender's game,ender's game,2013.0,"Action,Adventure,Fantasy",Action
40,2017-03-31,Ghost in the Shell,110000000.0,40563557.0,167910690.0,57910690.0,0.5264608181818182,2017,ghost in the shell,ghost in the shell,2017.0,"Action,Drama,Sci-Fi",Action
42,2019-06-14,Men in Black: International,110000000.0,3100000.0,3100000.0,-106900000.0,-0.9718181818181818,2019,men in black international,men in black international,2019.0,"Action,Adventure,Comedy",Action
46,2015-10-02,The Martian,108000000.0,228433663.0,655271443.0,547271443.0,5.067328175925926,2015,the martian,the martian,2015.0,"Adventure,Drama,Sci-Fi",Adventure
47,2016-11-23,Allied,106000000.0,40098064.0,119266661.0,13266661.0,0.12515717924528302,2016,allied,allied,2016.0,"Action,Drama,Romance",Action
52,2016-07-22,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,297156682.0,2.830063638095238,2016,ice age collision course,ice age collision course,2016.0,"Adventure,Animation,Comedy",Adventure
54,2017-09-22,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,304803696.0,2.930804769230769,2017,kingsman the golden circle,kingsman the golden circle,2017.0,"Action,Adventure,Comedy",Action
58,2018-03-09,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,30401882.0,0.29516390291262135,2018,a wrinkle in time,a wrinkle in time,2018.0,"Adventure,Family,Fantasy",Adventure
62,2018-12-21,Bumblebee,102000000.0,127195589.0,465195589.0,363195589.0,3.560741068627451,2018,bumblebee,bumblebee,2018.0,"Action,Adventure,Sci-Fi",Action
63,2012-10-26,Cloud Atlas,102000000.0,27108272.0,130673154.0,28673154.0,0.28110935294117645,2012,cloud atlas,cloud atlas,2012.0,"Action,Drama,Mystery",Action
69,2012-12-25,Django Unchained,100000000.0,162805434.0,449948323.0,349948323.0,3.49948323,2012,django unchained,django unchained,2012.0,"Drama,Western",Drama
70,2010-12-22,Little Fockers,100000000.0,148438600.0,310650574.0,210650574.0,2.10650574,2010,little fockers,little fockers,2010.0,"Comedy,Romance",Comedy
74,2010-08-06,The Other Guys,100000000.0,119219978.0,170936470.0,70936470.0,0.7093647,2010,the other guys,the other guys,2010.0,"Action,Comedy,Crime",Action
76,2013-12-25,The Wolf of Wall Street,100000000.0,116900694.0,389870414.0,289870414.0,2.89870414,2013,the wolf of wall street,the wolf of wall street,2013.0,"Biography,Crime,Drama",Biography
77,2013-05-24,Epic,100000000.0,107518682.0,262794441.0,162794441.0,1.62794441,2013,epic,epic,2013.0,"Adventure,Animation,Family",Adventure
81,2012-08-17,The Expendables 2,100000000.0,85028192.0,311979256.0,211979256.0,2.11979256,2012,the expendables 2,the expendables 2,2012.0,"Action,Adventure,Thriller",Action
84,2014-07-25,Hercules,100000000.0,72688614.0,243388614.0,143388614.0,1.43388614,2014,hercules,hercules,2014.0,"Action,Adventure,Fantasy",Action
84,2014-07-25,Hercules,100000000.0,72688614.0,243388614.0,143388614.0,1.43388614,2014,hercules,hercules,2014.0,Comedy,Comedy
85,2010-12-10,The Tourist,100000000.0,67631157.0,278731369.0,178731369.0,1.78731369,2010,the tourist,the tourist,2010.0,"Action,Adventure,Thriller",Action
90,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,39716717.0,0.39716717,2010,legend of the guardians the owls of ga'hoole,legend of the guardians the owls of ga'hoole,2010.0,"Action,Adventure,Animation",Action
94,2019-03-15,Wonder Park,100000000.0,45216793.0,115149422.0,15149422.0,0.15149422,2019,wonder park,wonder park,2019.0,"Adventure,Animation,Comedy",Adventure
96,2014-08-15,The Expendables 3,100000000.0,39322544.0,209461378.0,109461378.0,1.09461378,2014,the expendables 3,the expendables 3,2014.0,"Action,Adventure,Thriller",Action
98,2010-03-12,Green Zone,100000000.0,35497337.0,97523020.0,-2476980.0,-0.0247698,2010,green zone,green zone,2010.0,"Action,Drama,Thriller",Action
99,2017-10-20,Geostorm,100000000.0,33700160.0,220796009.0,120796009.0,1.20796009,2017,geostorm,geostorm,2017.0,"Action,Sci-Fi,Thriller",Action
100,2015-12-25,Point Break,100000000.0,28782481.0,126704591.0,26704591.0,0.26704591,2015,point break,point break,2015.0,"Action,Crime,Sport",Action
1,2015-12-11,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,-10306691.0,-0.10306691,2015,in the heart of the sea,in the heart of the sea,2015.0,"Action,Adventure,Biography",Action
2,2014-04-18,Transcendence,100000000.0,23022309.0,103039258.0,3039258.0,0.03039258,2014,transcendence,transcendence,2014.0,"Action,Drama,Sci-Fi",Action
4,2018-12-14,Mortal Engines,100000000.0,15951040.0,85287417.0,-14712583.0,-0.14712583,2018,mortal engines,mortal engines,2018.0,"Action,Adventure,Fantasy",Action
7,2015-11-06,The Peanuts Movie,99000000.0,130178411.0,250091610.0,151091610.0,1.5261778787878788,2015,the peanuts movie,the peanuts movie,2015.0,"Adventure,Animation,Comedy",Adventure
8,2019-02-08,The LEGO Movie 2: The Second Part,99000000.0,105806508.0,190325698.0,91325698.0,0.922481797979798,2019,the lego movie 2 the second part,the lego movie 2 the second part,2019.0,"Action,Adventure,Animation",Action
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,-14252559.0,-0.1439652424242424,2018,robin hood,robin hood,2018.0,"Action,Adventure,Thriller",Action
12,2017-05-19,Alien: Covenant,97000000.0,74262031.0,238521247.0,141521247.0,1.4589819278350515,2017,alien covenant,alien covenant,2017.0,"Horror,Sci-Fi,Thriller",Horror
13,2015-03-13,Cinderella,95000000.0,201151353.0,534551353.0,439551353.0,4.626856347368421,2015,cinderella,cinderella,2015.0,"Drama,Family,Fantasy",Drama
13,2015-03-13,Cinderella,95000000.0,201151353.0,534551353.0,439551353.0,4.626856347368421,2015,cinderella,cinderella,2015.0,Fantasy,Fantasy
14,2012-07-13,Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,784765137.0,8.26068565263158,2012,ice age continental drift,ice age continental drift,2012.0,"Adventure,Animation,Comedy",Adventure
16,2010-05-27,Sex and the City 2,95000000.0,95347692.0,294680778.0,199680778.0,2.1019029263157893,2010,sex and the city 2,sex and the city 2,2010.0,"Comedy,Drama,Romance",Comedy
17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,128050874.0,1.3479039368421053,2010,percy jackson & the olympians the lightning thief,percy jackson & the olympians the lightning thief,2010.0,"Adventure,Family,Fantasy",Adventure
18,2012-08-10,The Campaign,95000000.0,86907746.0,104907746.0,9907746.0,0.10429206315789474,2012,the campaign,the campaign,2012.0,Comedy,Comedy
19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,70720921.0,0.7444307473684211,2010,unstoppable,unstoppable,2010.0,"Action,Thriller",Action
23,2016-08-19,Ben-Hur,95000000.0,26410477.0,91669648.0,-3330352.0,-0.03505633684210526,2016,ben-hur,ben-hur,2016.0,"Action,Adventure,Drama",Action
31,2011-08-05,Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,377986200.0,4.064367741935484,2011,rise of the planet of the apes,rise of the planet of the apes,2011.0,"Action,Drama,Sci-Fi",Action
34,2013-02-14,A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,212249198.0,2.3070565,2013,a good day to die hard,a good day to die hard,2013.0,"Action,Thriller",Action
37,2013-12-25,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,96861183.0,1.0644086043956045,2013,the secret life of walter mitty,the secret life of walter mitty,2013.0,"Adventure,Comedy,Drama",Adventure
38,2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,874496193.0,9.716624366666666,2017,jumanji welcome to the jungle,jumanji welcome to the jungle,2017.0,"Action,Adventure,Comedy",Action
46,2011-04-15,Rio,90000000.0,143619809.0,487519809.0,397519809.0,4.416886766666667,2011,rio,rio,2011.0,"Adventure,Animation,Comedy",Adventure
51,2011-12-20,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,149373970.0,1.6597107777777778,2011,the girl with the dragon tattoo,the girl with the dragon tattoo,2011.0,"Crime,Drama,Mystery",Crime
55,2016-09-23,The Magnificent Seven,90000000.0,93432655.0,162525156.0,72525156.0,0.8058350666666667,2016,the magnificent seven,the magnificent seven,2016.0,"Action,Adventure,Western",Action
56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,159517956.0,1.7724217333333334,2015,alvin and the chipmunks the road chip,alvin and the chipmunks the road chip,2015.0,"Adventure,Animation,Comedy",Adventure
59,2015-07-24,Pixels,90000000.0,78765986.0,244041804.0,154041804.0,1.7115756,2015,pixels,pixels,2015.0,"Action,Comedy,Sci-Fi",Action
64,2013-08-07,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,110859554.0,1.2317728222222222,2013,percy jackson sea of monsters,percy jackson sea of monsters,2013.0,"Adventure,Family,Fantasy",Adventure
66,2016-06-10,Now You See Me 2,90000000.0,65075540.0,328325007.0,238325007.0,2.648055633333333,2016,now you see me 2,now you see me 2,2016.0,"Action,Adventure,Comedy",Action
70,2018-03-16,Tomb Raider,90000000.0,58250803.0,273477501.0,183477501.0,2.0386389,2018,tomb raider,tomb raider,2018.0,"Action,Adventure,Fantasy",Action
76,2011-08-19,Conan the Barbarian,90000000.0,21295021.0,63356133.0,-26643867.0,-0.2960429666666667,2011,conan the barbarian,conan the barbarian,2011.0,"Action,Adventure,Fantasy",Action
77,2011-10-21,The Three Musketeers,90000000.0,20377913.0,139877913.0,49877913.0,0.5541990333333333,2011,the three musketeers,the three musketeers,2011.0,"Action,Adventure,Romance",Action
