id,release_date,movie,production_budget,domestic_gross,worldwide_gross,net_profit,ROI,release_year,clean_movie,clean_title,start_year,genres,primary_genre
80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,135194085.0,2.25323475,2016,london has fallen,london has fallen,2016.0,"Action,Thriller",Action
85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,99946489.0,1.6657748166666666,2016,jack reacher never go back,jack reacher never go back,2016.0,"Action,Thriller",Action
86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,115863783.0,1.93106305,2017,baywatch,baywatch,2017.0,"Action,Comedy,Crime",Action
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,41134059.0,0.68556765,2015,joy,joy,2015.0,Drama,Drama
89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,48119662.0,0.8019943666666667,2012,paranorman,paranorman,2012.0,"Adventure,Animation,Comedy",Adventure
94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,51946251.0,0.86577085,2014,the boxtrolls,the boxtrolls,2014.0,"Adventure,Animation,Comedy",Adventure
95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,53461527.0,0.89102545,2017,the dark tower,the dark tower,2017.0,"Action,Adventure,Fantasy",Action
97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,71377412.0,1.1896235333333334,2014,jack ryan shadow recruit,jack ryan shadow recruit,2014.0,"Action,Drama,Thriller",Action
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,10883171.0,0.18138618333333334,2018,vice,vice,2018.0,"Biography,Comedy,Drama",Biography
4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,44100903.0,0.73501505,2013,gangster squad,gangster squad,2013.0,"Action,Crime,Drama",Action
5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,137578586.0,2.292976433333333,2017,smurfs the lost village,smurfs the lost village,2017.0,"Adventure,Animation,Comedy",Adventure
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,45203825.0,0.7533970833333333,2018,first man,first man,2018.0,"Biography,Drama,History",Biography
8,2010-01-29,Edge of Darkness,60000000.0,43313890.0,82812456.0,22812456.0,0.3802076,2010,edge of darkness,edge of darkness,2010.0,"Crime,Drama,Mystery",Crime
18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,-12181087.0,-0.20301811666666666,2012,trouble with the curve,trouble with the curve,2012.0,"Drama,Sport",Drama
23,2019-02-08,Cold Pursuit,60000000.0,32138862.0,62599159.0,2599159.0,0.04331931666666667,2019,cold pursuit,cold pursuit,2019.0,"Action,Crime,Drama",Action
26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,15965567.0,0.26609278333333336,2013,the mortal instruments city of bones,the mortal instruments city of bones,2013.0,"Action,Fantasy,Horror",Action
29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,24154026.0,0.4025671,2011,priest,priest,2011.0,"Action,Adventure,Fantasy",Action
48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,-29603866.0,-0.4933977666666667,2015,mortdecai,mortdecai,2015.0,"Action,Comedy,Crime",Action
52,2015-12-11,The Ridiculous 6,60000000.0,0.0,0.0,-60000000.0,-1.0,2015,the ridiculous 6,the ridiculous 6,2015.0,"Comedy,Western",Comedy
53,2019-11-08,Midway,59500000.0,0.0,0.0,-59500000.0,-1.0,2019,midway,midway,2019.0,"Action,Drama,History",Action
54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,28527651.0,0.48351950847457625,2018,sherlock gnomes,sherlock gnomes,2018.0,"Adventure,Animation,Comedy",Adventure
55,2019-01-25,The Kid Who Would Be King,59000000.0,16790790.0,28348446.0,-30651554.0,-0.5195178644067796,2019,the kid who would be king,the kid who would be king,2019.0,"Action,Adventure,Family",Action
56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,743025593.0,12.810786086206896,2016,deadpool,deadpool,2016.0,"Action,Adventure,Comedy",Action
57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,489326372.0,8.436661586206897,2014,american sniper,american sniper,2014.0,"Action,Biography,Drama",Action
58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,100905324.0,1.7397469655172413,2015,goosebumps,goosebumps,2015.0,"Adventure,Comedy,Family",Adventure
61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,-7634502.0,-0.1316293448275862,2012,red tails,red tails,2012.0,"Action,Adventure,Drama",Action
63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,35672764.0,0.6150476551724138,2013,the internship,the internship,2013.0,Comedy,Comedy
66,2017-03-24,Life,58000000.0,30234022.0,100929666.0,42929666.0,0.7401666551724138,2017,life,life,2017.0,"Horror,Sci-Fi,Thriller",Horror
70,2010-09-10,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,238374190.0,4.145638086956522,2010,resident evil afterlife,resident evil afterlife,2010.0,"Action,Adventure,Horror",Action
71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,585235.0,0.010178,2012,that's my boy,that's my boy,2012.0,Comedy,Comedy
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,156916401.0,2.7921067793594307,2014,into the woods,into the woods,2014.0,"Adventure,Comedy,Drama",Adventure
84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,839985342.0,15.272460763636364,2018,bohemian rhapsody,bohemian rhapsody,2018.0,"Biography,Drama,Music",Biography
91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,326398492.0,5.934518036363636,2017,fifty shades darker,fifty shades darker,2017.0,"Drama,Romance",Drama
92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,165648184.0,3.0117851636363637,2013,captain phillips,captain phillips,2013.0,"Biography,Drama,Thriller",Biography
95,2017-11-10,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,290922730.0,5.289504181818182,2017,murder on the orient express,murder on the orient express,2017.0,"Crime,Drama,Mystery",Crime
96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,137903624.0,2.507338618181818,2014,the equalizer,the equalizer,2014.0,"Action,Crime,Thriller",Action
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,316350619.0,5.751829436363637,2018,fifty shades freed,fifty shades freed,2018.0,"Drama,Romance,Thriller",Drama
99,2010-04-09,Date Night,55000000.0,98711404.0,152269033.0,97269033.0,1.7685278727272726,2010,date night,date night,2010.0,"Comedy,Crime,Romance",Comedy
16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,55387072.0,1.0070376727272727,2013,free birds,free birds,2013.0,"Adventure,Animation,Comedy",Adventure
20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,24312301.0,0.44204183636363636,2014,muppets most wanted,muppets most wanted,2014.0,"Adventure,Comedy,Crime",Adventure
22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,22548122.0,0.40996585454545453,2016,kubo and the two strings,kubo and the two strings,2016.0,"Action,Adventure,Animation",Action
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,35552675.0,0.6464122727272728,2010,burlesque,burlesque,2010.0,"Drama,Music,Musical",Drama
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,35552675.0,0.6464122727272728,2010,burlesque,burlesque,2010.0,Drama,Drama
27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,12130045.0,0.22054627272727273,2012,the watch,the watch,2012.0,"Action,Comedy,Horror",Action
32,2018-02-23,Annihilation,55000000.0,32732301.0,43070915.0,-11929085.0,-0.21689245454545455,2018,annihilation,annihilation,2018.0,"Adventure,Drama,Horror",Adventure
33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,19966854.0,0.3630337090909091,2015,crimson peak,crimson peak,2015.0,"Drama,Fantasy,Horror",Drama
34,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,81143605.0,1.4753382727272728,2012,the pirates band of misfits,the pirates band of misfits,2012.0,"Adventure,Animation,Comedy",Adventure
59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,45837872.0,0.8648655094339622,2015,black mass,black mass,2015.0,"Biography,Crime,Drama",Biography
66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,82112435.0,1.564046380952381,2012,zero dark thirty,zero dark thirty,2012.0,"Drama,Thriller",Drama
70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,165569328.0,3.1840255384615386,2010,valentine's day,valentine's day,2010.0,"Comedy,Romance",Comedy
72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,23997067.0,0.4614820576923077,2011,the change-up,the change-up,2011.0,"Comedy,Fantasy",Comedy
75,2010-02-05,From Paris With Love,52000000.0,24077427.0,53139168.0,1139168.0,0.02190707692307692,2010,from paris with love,from paris with love,2010.0,"Action,Crime,Thriller",Action
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,48624873.0,0.9534288823529412,2018,alpha,alpha,2018.0,"Adventure,Drama,Family",Adventure
81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,76731325.0,1.5285124501992031,2011,the adjustment bureau,the adjustment bureau,2011.0,"Romance,Sci-Fi,Thriller",Romance
84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,506016627.0,10.12033254,2012,ted,ted,2012.0,"Comedy,Fantasy",Comedy
85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,281333876.0,5.62667752,2014,22 jump street,22 jump street,2014.0,"Action,Comedy,Crime",Action
91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,167194805.0,3.3438961,2016,central intelligence,central intelligence,2016.0,"Action,Comedy,Crime",Action
92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,122185754.0,2.44371508,2013,anchorman 2 the legend continues,anchorman 2 the legend continues,2013.0,Comedy,Comedy
93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,207972745.0,4.1594549,2011,super 8,super 8,2011.0,"Mystery,Sci-Fi,Thriller",Mystery
96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,163591522.0,3.27183044,2018,creed ii,creed ii,2018.0,"Drama,Sport",Drama
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,297136477.0,5.94272954,2018,peter rabbit,peter rabbit,2018.0,"Adventure,Animation,Comedy",Adventure
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,120857676.0,2.41715352,2018,the mule,the mule,2018.0,"Crime,Drama,Thriller",Crime
2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,172383055.0,3.4476611,2014,non-stop,non-stop,2014.0,"Action,Mystery,Thriller",Action
7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,166562312.0,3.33124624,2017,the emoji movie,the emoji movie,2017.0,"Adventure,Animation,Comedy",Adventure
9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,129748880.0,2.5949776,2017,the post,the post,2017.0,"Biography,Drama,History",Biography
14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,68729073.0,1.37458146,2011,we bought a zoo,we bought a zoo,2011.0,"Comedy,Drama,Family",Comedy
15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,61300835.0,1.2260167,2011,moneyball,moneyball,2011.0,"Biography,Drama,Sport",Biography
26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,186799211.0,3.73598422,2012,american reunion,american reunion,2012.0,Comedy,Comedy
27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,164949716.0,3.29899432,2013,hansel & gretel witch hunters,hansel & gretel witch hunters,2013.0,"Action,Fantasy,Horror",Action
28,2011-02-18,I am Number Four,50000000.0,55100437.0,146195159.0,96195159.0,1.92390318,2011,i am number four,i am number four,2011.0,"Action,Adventure,Sci-Fi",Action
32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,85569212.0,1.71138424,2017,american made,american made,2017.0,"Action,Biography,Comedy",Action
35,2014-10-17,The Book of Life,50000000.0,50151543.0,97651543.0,47651543.0,0.95303086,2014,the book of life,the book of life,2014.0,"Adventure,Animation,Comedy",Adventure
40,2014-08-08,Into the Storm,50000000.0,47602194.0,150429371.0,100429371.0,2.00858742,2014,into the storm,into the storm,2014.0,"Action,Adventure,Drama",Action
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,26119388.0,0.52238776,2014,the judge,the judge,2014.0,"Crime,Drama",Crime
45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,36234503.0,0.72469006,2016,war dogs,war dogs,2016.0,"Comedy,Crime,Drama",Comedy
56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,9596747.0,0.19193494,2016,the nice guys,the nice guys,2016.0,"Action,Comedy,Crime",Action
59,2010-06-04,Marmaduke,50000000.0,33644788.0,89895930.0,39895930.0,0.7979186,2010,marmaduke,marmaduke,2010.0,"Comedy,Family",Comedy
61,2010-10-15,Hereafter,50000000.0,32746941.0,108660270.0,58660270.0,1.1732054,2010,hereafter,hereafter,2010.0,"Drama,Fantasy,Romance",Drama
64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,5348693.0,0.10697386,2016,zoolander 2,zoolander 2,2016.0,Comedy,Comedy
68,2013-03-29,The Host,50000000.0,26623701.0,64477051.0,14477051.0,0.28954102,2013,the host,the host,2013.0,"Action,Adventure,Drama",Action
70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,16961644.0,0.33923288,2015,run all night,run all night,2015.0,"Action,Drama,Thriller",Action
77,2019-04-12,Hellboy,50000000.0,21903748.0,40725492.0,-9274508.0,-0.18549016,2019,hellboy,hellboy,2019.0,"Action,Adventure,Fantasy",Action
78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,-23878362.0,-0.47756724,2011,your highness,your highness,2011.0,"Adventure,Comedy,Fantasy",Adventure
79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,-14619082.0,-0.29238164,2016,snowden,snowden,2016.0,"Biography,Drama,Thriller",Biography
80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,-8357834.0,-0.16715668,2011,dream house,dream house,2011.0,"Drama,Mystery,Thriller",Drama
81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,-26762748.0,-0.53525496,2016,free state of jones,free state of jones,2016.0,"Action,Biography,Drama",Action
85,2013-02-14,Beautiful Creatures,50000000.0,19452138.0,60282876.0,10282876.0,0.20565752,2013,beautiful creatures,beautiful creatures,2013.0,"Drama,Fantasy,Romance",Drama
91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,-8957417.0,-0.17914834,2011,drive angry,drive angry,2011.0,"Action,Fantasy,Thriller",Action
98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,-4714110.0,-0.0942822,2018,early man,early man,2018.0,"Adventure,Animation,Comedy",Adventure
2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,-41995779.0,-0.83991558,2015,child 44,child 44,2015.0,"Crime,Drama,History",Crime
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,-23612961.0,-0.47225922,2013,upside down,upside down,2013.0,Documentary,Documentary
8,2019-11-22,The Rhythm Section,50000000.0,0.0,0.0,-50000000.0,-1.0,2019,the rhythm section,the rhythm section,2019.0,"Action,Mystery,Thriller",Action
9,2019-09-20,Ad Astra,49800000.0,0.0,0.0,-49800000.0,-1.0,2019,ad astra,ad astra,2019.0,"Adventure,Drama,Mystery",Adventure
11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,56002056.0,1.1428991020408164,2015,chappie,chappie,2015.0,"Action,Crime,Drama",Action
13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,22004627.0,0.44907402040816324,2012,anna karenina,anna karenina,2012.0,"Drama,Romance",Drama
20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,71736188.0,1.4945039166666667,2018,instant family,instant family,2018.0,"Comedy,Drama",Comedy
23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,64610386.0,1.3460497083333334,2010,tooth fairy,tooth fairy,2010.0,"Comedy,Family,Fantasy",Comedy
32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,-26781896.0,-0.5638293894736842,2016,the infiltrator,the infiltrator,2016.0,"Biography,Crime,Drama",Biography
34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,156127894.0,3.321870085106383,2016,arrival,arrival,2016.0,"Drama,Mystery,Sci-Fi",Drama
40,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0,-35977304.0,-0.7654745531914894,2010,jonah hex,jonah hex,2010.0,"Action,Drama,Fantasy",Action
42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,-22773374.0,-0.48974997849462365,2016,silence,silence,2016.0,"Adventure,Drama,History",Adventure
48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,67402302.0,1.4652674347826087,2013,prisoners,prisoners,2013.0,"Crime,Drama,Mystery",Crime
54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,332807404.0,7.395720088888889,2012,taken 2,taken 2,2012.0,"Action,Thriller",Action
58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,140736412.0,3.1274758222222223,2017,pitch perfect 3,pitch perfect 3,2017.0,"Comedy,Music",Comedy
64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,115971922.0,2.5771538222222223,2011,the muppets,the muppets,2011.0,"Adventure,Comedy,Family",Adventure
68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,129278214.0,2.8728492,2016,the girl on the train,the girl on the train,2016.0,"Crime,Drama,Mystery",Crime
73,2010-03-19,The Bounty Hunter,45000000.0,67061228.0,135808837.0,90808837.0,2.0179741555555557,2010,the bounty hunter,the bounty hunter,2010.0,"Action,Comedy,Romance",Action
81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,46323299.0,1.0294066444444445,2016,office christmas party,office christmas party,2016.0,Comedy,Comedy
88,2012-07-06,Savages,45000000.0,47323100.0,82513490.0,37513490.0,0.8336331111111112,2012,savages,savages,2012.0,"Crime,Drama,Thriller",Crime
90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,82990741.0,1.8442386888888889,2014,blended,blended,2014.0,"Comedy,Romance",Comedy
91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,9876855.0,0.21948566666666666,2017,all eyez on me,all eyez on me,2017.0,"Biography,Drama,Music",Biography
6,2019-05-03,UglyDolls,45000000.0,19894664.0,24644664.0,-20355336.0,-0.4523408,2019,uglydolls,uglydolls,2019.0,"Adventure,Animation,Comedy",Adventure
11,2010-02-19,The Ghost Writer,45000000.0,15541549.0,65532491.0,20532491.0,0.4562775777777778,2010,the ghost writer,the ghost writer,2010.0,"Drama,Mystery,Thriller",Drama
15,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,-3532394.0,-0.07849764444444444,2012,dredd,dredd,2012.0,"Action,Crime,Sci-Fi",Action
16,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0,-23455268.0,-0.5212281777777777,2011,the rum diary,the rum diary,2011.0,"Comedy,Drama",Comedy
18,2018-12-21,Welcome to Marwen,45000000.0,10763520.0,12874922.0,-32125078.0,-0.7138906222222222,2018,welcome to marwen,welcome to marwen,2018.0,"Biography,Comedy,Drama",Biography
19,2011-10-21,Johnny English Reborn,45000000.0,8406711.0,164640401.0,119640401.0,2.6586755777777777,2011,johnny english reborn,johnny english reborn,2011.0,"Action,Adventure,Comedy",Action
26,2012-12-31,Foodfight!,45000000.0,0.0,73706.0,-44926294.0,-0.9983620888888889,2012,foodfight,foodfight,2012.0,"Action,Animation,Comedy",Action
27,2012-10-12,Argo,44500000.0,136025503.0,227140757.0,182640757.0,4.104286674157303,2012,argo,argo,2012.0,"Biography,Drama,Thriller",Biography
31,2010-07-30,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,4478084.0,0.10177463636363636,2010,charlie st. cloud,charlie st. cloud,2010.0,"Drama,Fantasy,Romance",Drama
33,2014-02-06,The Interview,44000000.0,6105175.0,12342632.0,-31657368.0,-0.7194856363636364,2014,the interview,the interview,2014.0,Comedy,Comedy
35,2013-06-28,The Heat,43000000.0,159581587.0,229727774.0,186727774.0,4.342506372093023,2013,the heat,the heat,2013.0,"Action,Comedy,Crime",Action
42,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,33847393.0,0.7964092470588235,2011,the mechanic,the mechanic,2011.0,"Action,Crime,Thriller",Action
44,2012-03-16,21 Jump Street,42000000.0,138447667.0,202812429.0,160812429.0,3.8288673571428573,2012,21 jump street,21 jump street,2012.0,"Action,Comedy,Crime",Action
51,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,15852177.0,0.37743278571428573,2017,snatched,snatched,2017.0,"Action,Adventure,Comedy",Action
52,2012-10-12,Here Comes the Boom,42000000.0,45290318.0,73239258.0,31239258.0,0.7437918571428571,2012,here comes the boom,here comes the boom,2012.0,"Action,Comedy,Sport",Action
55,2011-03-11,Red Riding Hood,42000000.0,37662162.0,91678442.0,49678442.0,1.1828200476190476,2011,red riding hood,red riding hood,2011.0,"Fantasy,Horror,Mystery",Fantasy
58,2018-12-25,Holmes & Watson,42000000.0,30568743.0,41926605.0,-73395.0,-0.0017475,2018,holmes & watson,holmes & watson,2018.0,"Adventure,Comedy,Crime",Adventure
59,2012-01-27,One for the Money,42000000.0,26414527.0,36197221.0,-5802779.0,-0.13816140476190475,2012,one for the money,one for the money,2012.0,"Action,Comedy,Crime",Action
64,2012-01-27,Man on a Ledge,42000000.0,18620000.0,49621440.0,7621440.0,0.18146285714285715,2012,man on a ledge,man on a ledge,2012.0,"Action,Adventure,Crime",Action
65,2010-12-03,The Warrior's Way,42000000.0,5666340.0,8514325.0,-33485675.0,-0.7972779761904762,2010,the warrior's way,the warrior's way,2010.0,"Action,Fantasy,Western",Action
71,2019-05-31,Rocketman,41000000.0,57342725.0,108642725.0,67642725.0,1.6498225609756099,2019,rocketman,rocketman,2019.0,"Biography,Drama,Music",Biography
74,2011-10-14,The Big Year,41000000.0,7204138.0,7684524.0,-33315476.0,-0.8125725853658536,2011,the big year,the big year,2011.0,Comedy,Comedy
77,2010-06-11,The Karate Kid,40000000.0,176591618.0,351774938.0,311774938.0,7.79437345,2010,the karate kid,the karate kid,2010.0,"Action,Drama,Family",Action
78,2015-02-13,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,530998101.0,13.274952525,2015,fifty shades of grey,fifty shades of grey,2015.0,"Drama,Romance,Thriller",Drama
80,2013-12-13,American Hustle,40000000.0,150117807.0,257878294.0,217878294.0,5.44695735,2013,american hustle,american hustle,2013.0,"Crime,Drama",Crime
83,2014-07-25,Lucy,40000000.0,126573960.0,457507776.0,417507776.0,10.4376944,2014,lucy,lucy,2014.0,"Action,Sci-Fi,Thriller",Action
84,2013-12-25,Lone Survivor,40000000.0,125095601.0,149804632.0,109804632.0,2.7451158,2013,lone survivor,lone survivor,2013.0,"Action,Biography,Drama",Action
91,2010-10-01,The Social Network,40000000.0,96962694.0,224922135.0,184922135.0,4.623053375,2010,the social network,the social network,2010.0,"Biography,Drama",Biography
95,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0,84827316.0,2.1206829,2016,ride along 2,ride along 2,2016.0,"Action,Comedy,Crime",Action
97,2015-03-27,Get Hard,40000000.0,90411453.0,106511453.0,66511453.0,1.662786325,2015,get hard,get hard,2015.0,"Comedy,Crime",Comedy
100,2016-10-14,The Accountant,40000000.0,86260045.0,152962083.0,112962083.0,2.824052075,2016,the accountant,the accountant,2016.0,"Action,Crime,Drama",Action
1,2014-11-14,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,116553592.0,2.9138398,2014,dumb and dumber to,dumb and dumber to,2014.0,"Adventure,Comedy",Adventure
2,2014-04-25,The Other Woman,40000000.0,83911193.0,195111193.0,155111193.0,3.877779825,2014,the other woman,the other woman,2014.0,"Comedy,Romance",Comedy
6,2015-09-25,The Intern,40000000.0,75764672.0,197115710.0,157115710.0,3.92789275,2015,the intern,the intern,2015.0,"Comedy,Drama",Comedy
10,2015-10-16,Bridge of Spies,40000000.0,72313754.0,162498338.0,122498338.0,3.06245845,2015,bridge of spies,bridge of spies,2015.0,"Drama,History,Thriller",Drama
16,2018-09-21,The House with a Clock in its Walls,40000000.0,68549695.0,126331750.0,86331750.0,2.15829375,2018,the house with a clock in its walls,the house with a clock in its walls,2018.0,"Comedy,Fantasy,Horror",Comedy
17,2016-11-04,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,128904682.0,3.22261705,2016,hacksaw ridge,hacksaw ridge,2016.0,"Biography,Drama,History",Biography
21,2011-02-18,Unknown,40000000.0,63686397.0,136123083.0,96123083.0,2.403077075,2011,unknown,unknown,2011.0,"Action,Mystery,Thriller",Action
22,2010-06-04,Get Him to the Greek,40000000.0,61153526.0,91455875.0,51455875.0,1.286396875,2010,get him to the greek,get him to the greek,2010.0,"Adventure,Comedy,Music",Adventure
25,2011-03-18,The Lincoln Lawyer,40000000.0,58009200.0,87145086.0,47145086.0,1.17862715,2011,the lincoln lawyer,the lincoln lawyer,2011.0,"Crime,Drama,Thriller",Crime
28,2013-02-15,Escape From Planet Earth,40000000.0,57012977.0,74156610.0,34156610.0,0.85391525,2013,escape from planet earth,escape from planet earth,2013.0,"Adventure,Animation,Comedy",Adventure
31,2014-11-26,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357.0,1.648633925,2014,horrible bosses 2,horrible bosses 2,2014.0,"Comedy,Crime",Comedy
35,2010-07-09,Predators,40000000.0,52000688.0,127234389.0,87234389.0,2.180859725,2010,predators,predators,2010.0,"Action,Adventure,Sci-Fi",Action
36,2012-08-15,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,15249159.0,0.381228975,2012,the odd life of timothy green,the odd life of timothy green,2012.0,"Comedy,Drama,Family",Comedy
43,2014-06-20,Jersey Boys,40000000.0,47047013.0,65282732.0,25282732.0,0.6320683,2014,jersey boys,jersey boys,2014.0,"Biography,Drama,Music",Biography
48,2014-05-30,A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0,46778557.0,1.169463925,2014,a million ways to die in the west,a million ways to die in the west,2014.0,"Comedy,Western",Comedy
49,2011-08-12,Final Destination 5,40000000.0,42587643.0,155011165.0,115011165.0,2.875279125,2011,final destination 5,final destination 5,2011.0,Horror,Horror
50,2018-11-16,Widows,40000000.0,42402632.0,73866088.0,33866088.0,0.8466522,2018,widows,widows,2018.0,"Crime,Drama,Thriller",Crime
54,2014-07-18,Sex Tape,40000000.0,38543473.0,126069509.0,86069509.0,2.151737725,2014,sex tape,sex tape,2014.0,"Comedy,Romance",Comedy
55,2011-04-15,Scream 4,40000000.0,38180928.0,95989590.0,55989590.0,1.39973975,2011,scream 4,scream 4,2011.0,"Horror,Mystery",Horror
58,2011-03-18,Paul,40000000.0,37412945.0,101162106.0,61162106.0,1.52905265,2011,paul,paul,2011.0,"Adventure,Comedy,Sci-Fi",Adventure
59,2012-12-19,The Guilt Trip,40000000.0,37134215.0,41294674.0,1294674.0,0.03236685,2012,the guilt trip,the guilt trip,2012.0,"Comedy,Drama",Comedy
60,2011-08-26,Colombiana,40000000.0,36665854.0,72295262.0,32295262.0,0.80738155,2011,colombiana,colombiana,2011.0,"Action,Drama,Thriller",Action
